Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
then you flew back home that evening?,"yes. when we landed, tv reporters and the army band were there.",then you flew back home that evening ?,"<sos> yes . when we landed , tv reporters and the army band were there . <eos>","yes . when we landed , tv reporters and the army band were there . <eos>",38,78
"yes. when we landed, tv reporters and the army band were there.",that must have made you feel really special.,"yes . when we landed , tv reporters and the army band were there .",<sos> that must have made you feel really special . <eos>,that must have made you feel really special . <eos>,66,57
that must have made you feel really special.,"oh, it did. there were about 300 people there to honor us.",that must have made you feel really special .,"<sos> oh , it did . there were about people there to honor us . <eos>","oh , it did . there were about people there to honor us . <eos>",45,69
"oh, it did. there were about 300 people there to honor us.","well, you all deserve it. you helped save our country.","oh , it did . there were about people there to honor us .","<sos> well , you all deserve it . you helped save our country . <eos>","well , you all deserve it . you helped save our country . <eos>",57,69
i need a job.,i thought you had a job.,i need a job .,<sos> i thought you had a job . <eos>,i thought you had a job . <eos>,14,37
i thought you had a job.,i did.,i thought you had a job .,<sos> i did . <eos>,i did . <eos>,25,19
i did.,what happened?,i did .,<sos> what happened ? <eos>,what happened ? <eos>,7,27
what happened?,i got laid off.,what happened ?,<sos> i got laid off . <eos>,i got laid off . <eos>,15,28
i got laid off.,that's terrible! when did it happen?,i got laid off .,<sos> that ' s terrible ! when did it happen ? <eos>,that ' s terrible ! when did it happen ? <eos>,16,52
that's terrible! when did it happen?,i got laid off last week.,that ' s terrible ! when did it happen ?,<sos> i got laid off last week . <eos>,i got laid off last week . <eos>,40,38
i got laid off last week.,just you?,i got laid off last week .,<sos> just you ? <eos>,just you ? <eos>,26,22
just you?,"no, ten of my coworkers got laid off, too.",just you ?,"<sos> no , ten of my coworkers got laid off , too . <eos>","no , ten of my coworkers got laid off , too . <eos>",10,57
"no, ten of my coworkers got laid off, too.",what are you going to do?,"no , ten of my coworkers got laid off , too .",<sos> what are you going to do ? <eos>,what are you going to do ? <eos>,45,38
what are you going to do?,i'm looking in the newspaper for a job.,what are you going to do ?,<sos> i ' m looking in the newspaper for a job . <eos>,i ' m looking in the newspaper for a job . <eos>,26,54
i'm looking in the newspaper for a job.,good luck!,i ' m looking in the newspaper for a job .,<sos> good luck ! <eos>,good luck ! <eos>,42,23
"before you go to that interview, check yourself.",what's to check?,"before you go to that interview , check yourself .",<sos> what ' s to check ? <eos>,what ' s to check ? <eos>,50,31
what's to check?,are your nails clean?,what ' s to check ?,<sos> are your nails clean ? <eos>,are your nails clean ? <eos>,19,34
are your nails clean?,"yes, they are.",are your nails clean ?,"<sos> yes , they are . <eos>","yes , they are . <eos>",22,28
"yes, they are.",did you double-check your nose and teeth?,"yes , they are .",<sos> did you double - check your nose and teeth ? <eos>,did you double - check your nose and teeth ? <eos>,16,56
did you double-check your nose and teeth?,"they are clean, too.",did you double - check your nose and teeth ?,"<sos> they are clean , too . <eos>","they are clean , too . <eos>",44,34
"they are clean, too.",did you shine your shoes?,"they are clean , too .",<sos> did you shine your shoes ? <eos>,did you shine your shoes ? <eos>,22,38
did you shine your shoes?,my shoes are shined.,did you shine your shoes ?,<sos> my shoes are shined . <eos>,my shoes are shined . <eos>,26,33
my shoes are shined.,do your socks match?,my shoes are shined .,<sos> do your socks match ? <eos>,do your socks match ? <eos>,21,33
do your socks match?,of course they match.,do your socks match ?,<sos> of course they match . <eos>,of course they match . <eos>,21,34
of course they match.,"no, they don't. one is black and one is dark blue.",of course they match .,"<sos> no , they don ' t . one is black and one is dark blue . <eos>","no , they don ' t . one is black and one is dark blue . <eos>",22,67
"no, they don't. one is black and one is dark blue.",yikes! thank you.,"no , they don ' t . one is black and one is dark blue .",<sos> yikes ! thank you . <eos>,yikes ! thank you . <eos>,55,31
life is hard.,it sure is.,life is hard .,<sos> it sure is . <eos>,it sure is . <eos>,14,24
it sure is.,i thought school was hard.,it sure is .,<sos> i thought school was hard . <eos>,i thought school was hard . <eos>,12,39
i thought school was hard.,"me, too. i couldn't wait to graduate.",i thought school was hard .,"<sos> me , too . i couldn ' t wait to graduate . <eos>","me , too . i couldn ' t wait to graduate . <eos>",27,54
"me, too. i couldn't wait to graduate.","but now work is hard, too.","me , too . i couldn ' t wait to graduate .","<sos> but now work is hard , too . <eos>","but now work is hard , too . <eos>",42,40
"but now work is hard, too.",i agree. work is just as hard as school.,"but now work is hard , too .",<sos> i agree . work is just as hard as school . <eos>,i agree . work is just as hard as school . <eos>,28,54
i agree. work is just as hard as school.,sometimes i wish i was back in school.,i agree . work is just as hard as school .,<sos> sometimes i wish i was back in school . <eos>,sometimes i wish i was back in school . <eos>,42,51
sometimes i wish i was back in school.,"me, too. school was fun.",sometimes i wish i was back in school .,"<sos> me , too . school was fun . <eos>","me , too . school was fun . <eos>",39,39
"me, too. school was fun.",and it was only 12 years.,"me , too . school was fun .",<sos> and it was only years . <eos>,and it was only years . <eos>,27,35
and it was only 12 years.,it went by pretty fast.,and it was only years .,<sos> it went by pretty fast . <eos>,it went by pretty fast . <eos>,23,36
it went by pretty fast.,but work goes on forever!,it went by pretty fast .,<sos> but work goes on forever ! <eos>,but work goes on forever ! <eos>,24,38
but work goes on forever!,we have to work for 30 years!,but work goes on forever !,<sos> we have to work for years ! <eos>,we have to work for years ! <eos>,26,39
i'm sleepy.,so am i.,i ' m sleepy .,<sos> so am i . <eos>,so am i . <eos>,14,21
so am i.,i had a long day.,so am i .,<sos> i had a long day . <eos>,i had a long day . <eos>,9,30
i had a long day.,so did i.,i had a long day .,<sos> so did i . <eos>,so did i . <eos>,18,22
so did i.,i didn't even have lunch.,so did i .,<sos> i didn ' t even have lunch . <eos>,i didn ' t even have lunch . <eos>,10,40
i didn't even have lunch.,neither did i.,i didn ' t even have lunch .,<sos> neither did i . <eos>,neither did i . <eos>,28,27
neither did i.,i was busy the whole day.,neither did i .,<sos> i was busy the whole day . <eos>,i was busy the whole day . <eos>,15,38
i was busy the whole day.,so was i.,i was busy the whole day .,<sos> so was i . <eos>,so was i . <eos>,26,22
so was i.,i had to bring work home with me.,so was i .,<sos> i had to bring work home with me . <eos>,i had to bring work home with me . <eos>,10,46
i had to bring work home with me.,i did too.,i had to bring work home with me .,<sos> i did too . <eos>,i did too . <eos>,34,23
i did too.,your day was just like mine.,i did too .,<sos> your day was just like mine . <eos>,your day was just like mine . <eos>,11,41
your day was just like mine.,of course it was. we work together!,your day was just like mine .,<sos> of course it was . we work together ! <eos>,of course it was . we work together ! <eos>,29,49
i don't like my job.,what do you do?,i don ' t like my job .,<sos> what do you do ? <eos>,what do you do ? <eos>,23,28
what do you do?,i'm a babysitter.,what do you do ?,<sos> i ' m a babysitter . <eos>,i ' m a babysitter . <eos>,16,32
i'm a babysitter.,is that a lot of work?,i ' m a babysitter .,<sos> is that a lot of work ? <eos>,is that a lot of work ? <eos>,20,35
is that a lot of work?,babies cry all the time.,is that a lot of work ?,<sos> babies cry all the time . <eos>,babies cry all the time . <eos>,23,37
babies cry all the time.,you have to change their diapers.,babies cry all the time .,<sos> you have to change their diapers . <eos>,you have to change their diapers . <eos>,25,46
you have to change their diapers.,i have to feed them.,you have to change their diapers .,<sos> i have to feed them . <eos>,i have to feed them . <eos>,34,33
i have to feed them.,are you looking for another job?,i have to feed them .,<sos> are you looking for another job ? <eos>,are you looking for another job ? <eos>,21,45
are you looking for another job?,"no, i'm looking for another family.",are you looking for another job ?,"<sos> no , i ' m looking for another family . <eos>","no , i ' m looking for another family . <eos>",33,51
"no, i'm looking for another family.",another family?,"no , i ' m looking for another family .",<sos> another family ? <eos>,another family ? <eos>,39,28
another family?,a family with only one baby.,another family ?,<sos> a family with only one baby . <eos>,a family with only one baby . <eos>,16,41
a family with only one baby.,that's a good idea.,a family with only one baby .,<sos> that ' s a good idea . <eos>,that ' s a good idea . <eos>,29,34
i need a job.,what was your last job?,i need a job .,<sos> what was your last job ? <eos>,what was your last job ? <eos>,14,36
what was your last job?,i was a painter.,what was your last job ?,<sos> i was a painter . <eos>,i was a painter . <eos>,24,29
i was a painter.,what happened?,i was a painter .,<sos> what happened ? <eos>,what happened ? <eos>,17,27
what happened?,i got laid off because there was no work.,what happened ?,<sos> i got laid off because there was no work . <eos>,i got laid off because there was no work . <eos>,15,54
i got laid off because there was no work.,what else can you do?,i got laid off because there was no work .,<sos> what else can you do ? <eos>,what else can you do ? <eos>,42,34
what else can you do?,i'm a handyman.,what else can you do ?,<sos> i ' m a handyman . <eos>,i ' m a handyman . <eos>,22,30
i'm a handyman.,can you fix a dripping faucet in a kitchen sink?,i ' m a handyman .,<sos> can you fix a dripping faucet in a kitchen sink ? <eos>,can you fix a dripping faucet in a kitchen sink ? <eos>,18,61
can you fix a dripping faucet in a kitchen sink?,of course.,can you fix a dripping faucet in a kitchen sink ?,<sos> of course . <eos>,of course . <eos>,49,23
of course.,then i have a job for you in my kitchen.,of course .,<sos> then i have a job for you in my kitchen . <eos>,then i have a job for you in my kitchen . <eos>,11,53
then i have a job for you in my kitchen.,it will cost you only $20 plus parts.,then i have a job for you in my kitchen .,<sos> it will cost you only $ plus parts . <eos>,it will cost you only $ plus parts . <eos>,41,48
it will cost you only $20 plus parts.,okay. that sounds like a fair price.,it will cost you only $ plus parts .,<sos> okay . that sounds like a fair price . <eos>,okay . that sounds like a fair price . <eos>,36,50
what would you do if you lost your job?,i have no idea. i've been here for 20 years.,what would you do if you lost your job ?,<sos> i have no idea . i ' ve been here for years . <eos>,i have no idea . i ' ve been here for years . <eos>,40,57
i have no idea. i've been here for 20 years.,do you have any other skills?,i have no idea . i ' ve been here for years .,<sos> do you have any other skills ? <eos>,do you have any other skills ? <eos>,45,42
do you have any other skills?,"well, i know how to flip hamburgers.",do you have any other skills ?,"<sos> well , i know how to flip hamburgers . <eos>","well , i know how to flip hamburgers . <eos>",30,50
"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.,"well , i know how to flip hamburgers .",<sos> no one would hire you to flip hamburgers . <eos>,no one would hire you to flip hamburgers . <eos>,38,54
no one would hire you to flip hamburgers.,have you heard something that you're not telling me?,no one would hire you to flip hamburgers .,<sos> have you heard something that you ' re not telling me ? <eos>,have you heard something that you ' re not telling me ? <eos>,42,67
have you heard something that you're not telling me?,what do you mean?,have you heard something that you ' re not telling me ?,<sos> what do you mean ? <eos>,what do you mean ? <eos>,55,30
what do you mean?,are there going to be layoffs at this place?,what do you mean ?,<sos> are there going to be layoffs at this place ? <eos>,are there going to be layoffs at this place ? <eos>,18,57
are there going to be layoffs at this place?,i certainly hope not!,are there going to be layoffs at this place ?,<sos> i certainly hope not ! <eos>,i certainly hope not ! <eos>,45,34
i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too.",i certainly hope not !,"<sos> if you got laid off , you ' d be flipping hamburgers , too . <eos>","if you got laid off , you ' d be flipping hamburgers , too . <eos>",22,72
"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king.","if you got laid off , you ' d be flipping hamburgers , too .","<sos> oh great , we could both work at burger king . <eos>","oh great , we could both work at burger king . <eos>",60,58
"oh great, we could both work at burger king.","maybe we'd get laid off there, too.","oh great , we could both work at burger king .","<sos> maybe we ' d get laid off there , too . <eos>","maybe we ' d get laid off there , too . <eos>",46,51
do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best.",do your students ever talk about their jobs ?,"<sos> yes , and they ask me what jobs are the best . <eos>","yes , and they ask me what jobs are the best . <eos>",45,58
"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.,"yes , and they ask me what jobs are the best .",<sos> i tell my students to become a teacher . <eos>,i tell my students to become a teacher . <eos>,46,52
i tell my students to become a teacher.,teaching is a great job.,i tell my students to become a teacher .,<sos> teaching is a great job . <eos>,teaching is a great job . <eos>,40,37
teaching is a great job.,it's the best job i've ever had.,teaching is a great job .,<sos> it ' s the best job i ' ve ever had . <eos>,it ' s the best job i ' ve ever had . <eos>,25,49
it's the best job i've ever had.,what makes it so good?,it ' s the best job i ' ve ever had .,<sos> what makes it so good ? <eos>,what makes it so good ? <eos>,37,35
what makes it so good?,"for me, it's the students.",what makes it so good ?,"<sos> for me , it ' s the students . <eos>","for me , it ' s the students . <eos>",23,42
"for me, it's the students.",what do you mean?,"for me , it ' s the students .",<sos> what do you mean ? <eos>,what do you mean ? <eos>,30,30
what do you mean?,i mean i have wonderful students.,what do you mean ?,<sos> i mean i have wonderful students . <eos>,i mean i have wonderful students . <eos>,18,46
i mean i have wonderful students.,that must be nice.,i mean i have wonderful students .,<sos> that must be nice . <eos>,that must be nice . <eos>,34,31
that must be nice.,teaching is the best part of my whole day.,that must be nice .,<sos> teaching is the best part of my whole day . <eos>,teaching is the best part of my whole day . <eos>,19,55
teaching is the best part of my whole day.,you're a lucky man to have a job you love.,teaching is the best part of my whole day .,<sos> you ' re a lucky man to have a job you love . <eos>,you ' re a lucky man to have a job you love . <eos>,43,57
"boy, i'm glad that job is finished.",how long did it take?,"boy , i ' m glad that job is finished .",<sos> how long did it take ? <eos>,how long did it take ? <eos>,39,34
how long did it take?,"four hours, without a break.",how long did it take ?,"<sos> four hours , without a break . <eos>","four hours , without a break . <eos>",22,42
"four hours, without a break.",it's always nice to finish a job.,"four hours , without a break .",<sos> it ' s always nice to finish a job . <eos>,it ' s always nice to finish a job . <eos>,30,48
it's always nice to finish a job.,"well, it's good and bad.",it ' s always nice to finish a job .,"<sos> well , it ' s good and bad . <eos>","well , it ' s good and bad . <eos>",36,40
"well, it's good and bad.",what's bad about it?,"well , it ' s good and bad .",<sos> what ' s bad about it ? <eos>,what ' s bad about it ? <eos>,28,35
what's bad about it?,"when you finish, all you do is start another job!",what ' s bad about it ?,"<sos> when you finish , all you do is start another job ! <eos>","when you finish , all you do is start another job ! <eos>",23,63
"when you finish, all you do is start another job!","yes, that's right. it does get boring.","when you finish , all you do is start another job !","<sos> yes , that ' s right . it does get boring . <eos>","yes , that ' s right . it does get boring . <eos>",51,55
"yes, that's right. it does get boring.","especially if it's the same work, over and over.","yes , that ' s right . it does get boring .","<sos> especially if it ' s the same work , over and over . <eos>","especially if it ' s the same work , over and over . <eos>",43,64
"especially if it's the same work, over and over.",but that's what most people do.,"especially if it ' s the same work , over and over .",<sos> but that ' s what most people do . <eos>,but that ' s what most people do . <eos>,52,46
but that's what most people do.,"yes, i guess most of us are stuck in a routine.",but that ' s what most people do .,"<sos> yes , i guess most of us are stuck in a routine . <eos>","yes , i guess most of us are stuck in a routine . <eos>",34,61
"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you don't repeat over and over.,"yes , i guess most of us are stuck in a routine .",<sos> i wonder if there is any job that you don ' t repeat over and over . <eos>,i wonder if there is any job that you don ' t repeat over and over . <eos>,49,80
i think i have the worst boss in the world.,what makes him so bad?,i think i have the worst boss in the world .,<sos> what makes him so bad ? <eos>,what makes him so bad ? <eos>,44,35
what makes him so bad?,he's rude and he yells a lot.,what makes him so bad ?,<sos> he ' s rude and he yells a lot . <eos>,he ' s rude and he yells a lot . <eos>,23,44
he's rude and he yells a lot.,that's hard to take.,he ' s rude and he yells a lot .,<sos> that ' s hard to take . <eos>,that ' s hard to take . <eos>,32,35
that's hard to take.,i've never heard him say please or thank you.,that ' s hard to take .,<sos> i ' ve never heard him say please or thank you . <eos>,i ' ve never heard him say please or thank you . <eos>,23,60
i've never heard him say please or thank you.,he sounds like a real jerk.,i ' ve never heard him say please or thank you .,<sos> he sounds like a real jerk . <eos>,he sounds like a real jerk . <eos>,48,40
he sounds like a real jerk.,no one at work likes him.,he sounds like a real jerk .,<sos> no one at work likes him . <eos>,no one at work likes him . <eos>,28,38
no one at work likes him.,can't you report him to his supervisor?,no one at work likes him .,<sos> can ' t you report him to his supervisor ? <eos>,can ' t you report him to his supervisor ? <eos>,26,54
can't you report him to his supervisor?,"of course not. if i do that, i'll lose my job.",can ' t you report him to his supervisor ?,"<sos> of course not . if i do that , i ' ll lose my job . <eos>","of course not . if i do that , i ' ll lose my job . <eos>",42,63
"of course not. if i do that, i'll lose my job.","yes, they don't like troublemakers or complainers.","of course not . if i do that , i ' ll lose my job .","<sos> yes , they don ' t like troublemakers or complainers . <eos>","yes , they don ' t like troublemakers or complainers . <eos>",51,66
"yes, they don't like troublemakers or complainers.","i can't quit, because i'm making a good salary.","yes , they don ' t like troublemakers or complainers .","<sos> i can ' t quit , because i ' m making a good salary . <eos>","i can ' t quit , because i ' m making a good salary . <eos>",54,65
"i can't quit, because i'm making a good salary.",you shouldn't choose money over happiness.,"i can ' t quit , because i ' m making a good salary .",<sos> you shouldn ' t choose money over happiness . <eos>,you shouldn ' t choose money over happiness . <eos>,53,57
what are we going to do?,about what?,what are we going to do ?,<sos> about what ? <eos>,about what ? <eos>,25,24
about what?,about finding a job for me.,about what ?,<sos> about finding a job for me . <eos>,about finding a job for me . <eos>,12,40
about finding a job for me.,you don't need a job. i make enough money for both of us.,about finding a job for me .,<sos> you don ' t need a job . i make enough money for both of us . <eos>,you don ' t need a job . i make enough money for both of us . <eos>,28,73
you don't need a job. i make enough money for both of us.,that doesn't matter. i don't want to sit around.,you don ' t need a job . i make enough money for both of us .,<sos> that doesn ' t matter . i don ' t want to sit around . <eos>,that doesn ' t matter . i don ' t want to sit around . <eos>,61,66
that doesn't matter. i don't want to sit around.,"okay, what kind of job do you want?",that doesn ' t matter . i don ' t want to sit around .,"<sos> okay , what kind of job do you want ? <eos>","okay , what kind of job do you want ? <eos>",54,49
"okay, what kind of job do you want?",i'm not sure.,"okay , what kind of job do you want ?",<sos> i ' m not sure . <eos>,i ' m not sure . <eos>,37,28
i'm not sure.,"well, you should do something that you enjoy.",i ' m not sure .,"<sos> well , you should do something that you enjoy . <eos>","well , you should do something that you enjoy . <eos>",16,59
"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.,"well , you should do something that you enjoy .",<sos> i enjoy selling . i was born to sell . <eos>,i enjoy selling . i was born to sell . <eos>,47,50
i enjoy selling. i was born to sell.,"okay, what do you want to sell?",i enjoy selling . i was born to sell .,"<sos> okay , what do you want to sell ? <eos>","okay , what do you want to sell ? <eos>",38,45
"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.,"okay , what do you want to sell ?",<sos> cigarette lighters . i ' ll make a fortune . <eos>,cigarette lighters . i ' ll make a fortune . <eos>,33,56
cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!,cigarette lighters . i ' ll make a fortune .,<sos> but you hate cigarettes and you hate smoking ! <eos>,but you hate cigarettes and you hate smoking ! <eos>,44,58
a new hotel is looking for workers.,"yes, i saw it on the tv news.",a new hotel is looking for workers .,"<sos> yes , i saw it on the tv news . <eos>","yes , i saw it on the tv news . <eos>",36,43
"yes, i saw it on the tv news.",they need 300 new workers.,"yes , i saw it on the tv news .",<sos> they need new workers . <eos>,they need new workers . <eos>,31,35
they need 300 new workers.,"and 4,000 people showed up.",they need new workers .,"<sos> and , people showed up . <eos>","and , people showed up . <eos>",23,36
"and 4,000 people showed up.",so many people are out of work.,"and , people showed up .",<sos> so many people are out of work . <eos>,so many people are out of work . <eos>,24,44
so many people are out of work.,"i still have my job, thank goodness.",so many people are out of work .,"<sos> i still have my job , thank goodness . <eos>","i still have my job , thank goodness . <eos>",32,50
"i still have my job, thank goodness.","so do i, but i'm worried.","i still have my job , thank goodness .","<sos> so do i , but i ' m worried . <eos>","so do i , but i ' m worried . <eos>",38,41
"so do i, but i'm worried.",me too. there are no guarantees.,"so do i , but i ' m worried .",<sos> me too . there are no guarantees . <eos>,me too . there are no guarantees . <eos>,29,46
me too. there are no guarantees.,"if you lose your job, you can move in with me.",me too . there are no guarantees .,"<sos> if you lose your job , you can move in with me . <eos>","if you lose your job , you can move in with me . <eos>",34,60
"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you.","if you lose your job , you can move in with me .","<sos> oh , thank you . that ' s very nice of you . <eos>","oh , thank you . that ' s very nice of you . <eos>",48,56
"oh, thank you. that's very nice of you.",you would do the same for me.,"oh , thank you . that ' s very nice of you .",<sos> you would do the same for me . <eos>,you would do the same for me . <eos>,44,42
you would do the same for me.,of course. what are friends for?,you would do the same for me .,<sos> of course . what are friends for ? <eos>,of course . what are friends for ? <eos>,30,46
i think i did something real stupid.,what did you do?,i think i did something real stupid .,<sos> what did you do ? <eos>,what did you do ? <eos>,37,29
what did you do?,i bought some stock.,what did you do ?,<sos> i bought some stock . <eos>,i bought some stock . <eos>,17,33
i bought some stock.,everybody buys stock.,i bought some stock .,<sos> everybody buys stock . <eos>,everybody buys stock . <eos>,21,34
everybody buys stock.,i bought it on a hunch.,everybody buys stock .,<sos> i bought it on a hunch . <eos>,i bought it on a hunch . <eos>,22,36
i bought it on a hunch.,you didn't read about the company first?,i bought it on a hunch .,<sos> you didn ' t read about the company first ? <eos>,you didn ' t read about the company first ? <eos>,24,55
you didn't read about the company first?,i didn't have to. it's been in business for 60 years.,you didn ' t read about the company first ?,<sos> i didn ' t have to . it ' s been in business for years . <eos>,i didn ' t have to . it ' s been in business for years . <eos>,43,68
i didn't have to. it's been in business for 60 years.,so what's the problem?,i didn ' t have to . it ' s been in business for years .,<sos> so what ' s the problem ? <eos>,so what ' s the problem ? <eos>,56,37
so what's the problem?,i used all my savings on this one company.,so what ' s the problem ?,<sos> i used all my savings on this one company . <eos>,i used all my savings on this one company . <eos>,25,55
i used all my savings on this one company.,you put all your eggs into one basket.,i used all my savings on this one company .,<sos> you put all your eggs into one basket . <eos>,you put all your eggs into one basket . <eos>,43,51
you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing.",you put all your eggs into one basket .,"<sos> if the company goes out of business , i ' ll have nothing . <eos>","if the company goes out of business , i ' ll have nothing . <eos>",39,71
"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!","if the company goes out of business , i ' ll have nothing .","<sos> oh , you ' ll have something  you ' ll have a lesson you ' ll never forget ! <eos>","oh , you ' ll have something  you ' ll have a lesson you ' ll never forget ! <eos>",59,89
i was going to be a doctor.,what happened to your plans?,i was going to be a doctor .,<sos> what happened to your plans ? <eos>,what happened to your plans ? <eos>,28,41
what happened to your plans?,i got a d in college chemistry.,what happened to your plans ?,<sos> i got a d in college chemistry . <eos>,i got a d in college chemistry . <eos>,29,44
i got a d in college chemistry.,"well, a d is better than an f.",i got a d in college chemistry .,"<sos> well , a d is better than an f . <eos>","well , a d is better than an f . <eos>",32,44
"well, a d is better than an f.",a tutor helped me get the d!,"well , a d is better than an f .",<sos> a tutor helped me get the d ! <eos>,a tutor helped me get the d ! <eos>,32,41
a tutor helped me get the d!,"so, you didn't become a doctor.",a tutor helped me get the d !,"<sos> so , you didn ' t become a doctor . <eos>","so , you didn ' t become a doctor . <eos>",29,47
"so, you didn't become a doctor.",and now i'm glad that i didn't.,"so , you didn ' t become a doctor .",<sos> and now i ' m glad that i didn ' t . <eos>,and now i ' m glad that i didn ' t . <eos>,35,48
and now i'm glad that i didn't.,why's that?,and now i ' m glad that i didn ' t .,<sos> why ' s that ? <eos>,why ' s that ? <eos>,36,26
why's that?,a hospital is the most dangerous place in the world.,why ' s that ?,<sos> a hospital is the most dangerous place in the world . <eos>,a hospital is the most dangerous place in the world . <eos>,14,65
a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs.",a hospital is the most dangerous place in the world .,"<sos> oh , yes , because of all the killer germs . <eos>","oh , yes , because of all the killer germs . <eos>",53,56
"oh, yes, because of all the killer germs.","if you're a smart doctor, you stay away from hospitals.","oh , yes , because of all the killer germs .","<sos> if you ' re a smart doctor , you stay away from hospitals . <eos>","if you ' re a smart doctor , you stay away from hospitals . <eos>",44,71
"if you're a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients.","if you ' re a smart doctor , you stay away from hospitals .","<sos> yes , the smart doctors are those tv news doctors  no hospitals , no patients . <eos>","yes , the smart doctors are those tv news doctors  no hospitals , no patients . <eos>",59,92
i want to be a mail carrier when i grow up.,why?,i want to be a mail carrier when i grow up .,<sos> why ? <eos>,why ? <eos>,44,17
why?,because you get to meet a lot of people.,why ?,<sos> because you get to meet a lot of people . <eos>,because you get to meet a lot of people . <eos>,5,53
because you get to meet a lot of people.,you sure do.,because you get to meet a lot of people .,<sos> you sure do . <eos>,you sure do . <eos>,41,25
you sure do.,and you get a lot of exercise every day.,you sure do .,<sos> and you get a lot of exercise every day . <eos>,and you get a lot of exercise every day . <eos>,13,53
and you get a lot of exercise every day.,that's the truth.,and you get a lot of exercise every day .,<sos> that ' s the truth . <eos>,that ' s the truth . <eos>,41,32
that's the truth.,and you get to play with a lot of dogs.,that ' s the truth .,<sos> and you get to play with a lot of dogs . <eos>,and you get to play with a lot of dogs . <eos>,20,52
and you get to play with a lot of dogs.,"well, you're supposed to be working.",and you get to play with a lot of dogs .,"<sos> well , you ' re supposed to be working . <eos>","well , you ' re supposed to be working . <eos>",40,52
"well, you're supposed to be working.","yes, but i will always pet the friendly dogs.","well , you ' re supposed to be working .","<sos> yes , but i will always pet the friendly dogs . <eos>","yes , but i will always pet the friendly dogs . <eos>",40,59
"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?,"yes , but i will always pet the friendly dogs .",<sos> what about the unfriendly dogs ? <eos>,what about the unfriendly dogs ? <eos>,47,44
what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you.",what about the unfriendly dogs ?,"<sos> i think if you are friendly to dogs , they are friendly to you . <eos>","i think if you are friendly to dogs , they are friendly to you . <eos>",32,76
"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.,"i think if you are friendly to dogs , they are friendly to you .",<sos> dogs are like people  not all of them are friendly . <eos>,dogs are like people  not all of them are friendly . <eos>,64,65
i want to move to new york.,to the state or the city?,i want to move to new york .,<sos> to the state or the city ? <eos>,to the state or the city ? <eos>,28,38
to the state or the city?,"to the city, of course.",to the state or the city ?,"<sos> to the city , of course . <eos>","to the city , of course . <eos>",26,37
"to the city, of course.",why do you want to move there?,"to the city , of course .",<sos> why do you want to move there ? <eos>,why do you want to move there ? <eos>,25,43
why do you want to move there?,because i want to make a lot of money.,why do you want to move there ?,<sos> because i want to make a lot of money . <eos>,because i want to make a lot of money . <eos>,31,51
because i want to make a lot of money.,there are a lot of poor people in new york.,because i want to make a lot of money .,<sos> there are a lot of poor people in new york . <eos>,there are a lot of poor people in new york . <eos>,39,56
there are a lot of poor people in new york.,there sure areat least a million.,there are a lot of poor people in new york .,<sos> there sure are  at least a million . <eos>,there sure are  at least a million . <eos>,44,49
there sure areat least a million.,so how do you plan to become rich?,there sure are  at least a million .,<sos> so how do you plan to become rich ? <eos>,so how do you plan to become rich ? <eos>,37,47
so how do you plan to become rich?,i will knock on the doors of all the corporations.,so how do you plan to become rich ?,<sos> i will knock on the doors of all the corporations . <eos>,i will knock on the doors of all the corporations . <eos>,35,63
i will knock on the doors of all the corporations.,that won't make you rich. nobody will talk to you.,i will knock on the doors of all the corporations .,<sos> that won ' t make you rich . nobody will talk to you . <eos>,that won ' t make you rich . nobody will talk to you . <eos>,51,66
that won't make you rich. nobody will talk to you.,i will keep knocking on doors.,that won ' t make you rich . nobody will talk to you .,<sos> i will keep knocking on doors . <eos>,i will keep knocking on doors . <eos>,54,43
i will keep knocking on doors.,all you will get is sore knuckles.,i will keep knocking on doors .,<sos> all you will get is sore knuckles . <eos>,all you will get is sore knuckles . <eos>,31,47
i love salads.,me too.,i love salads .,<sos> me too . <eos>,me too . <eos>,15,20
me too.,i usually eat a simple salad.,me too .,<sos> i usually eat a simple salad . <eos>,i usually eat a simple salad . <eos>,8,42
i usually eat a simple salad.,what do you put in it?,i usually eat a simple salad .,<sos> what do you put in it ? <eos>,what do you put in it ? <eos>,30,35
