Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
to thank him and all the other soldiers who served in world war ii.,that's very nice.,to thank him and all the other soldiers who served in world war ii .,that ' s very nice .,that ' s very nice .,68,20
that's very nice.,my dad got to see the beautiful new world war ii monument.,that ' s very nice .,my dad got to see the beautiful new world war ii monument .,my dad got to see the beautiful new world war ii monument .,20,59
my dad got to see the beautiful new world war ii monument.,that trip must have cost a lot of money. ,my dad got to see the beautiful new world war ii monument .,that trip must have cost a lot of money .,that trip must have cost a lot of money .,59,41
that trip must have cost a lot of money. ,he said all the money came from private donations.,that trip must have cost a lot of money .,he said all the money came from private donations .,he said all the money came from private donations .,41,51
"that was a great trip to washington, d.c.","tell me about it, dad.","that was a great trip to washington , d . c .","tell me about it , dad .","tell me about it , dad .",45,24
"tell me about it, dad.",about 90 of us world war ii veterans got on the plane at 8 a.m.,"tell me about it , dad .",about of us world war ii veterans got on the plane at a . m .,about of us world war ii veterans got on the plane at a . m .,24,61
about 90 of us world war ii veterans got on the plane at 8 a.m.,how long was the flight?,about of us world war ii veterans got on the plane at a . m .,how long was the flight ?,how long was the flight ?,61,25
how long was the flight?,it only took about two hours.,how long was the flight ?,it only took about two hours .,it only took about two hours .,25,30
it only took about two hours.,did you take pictures at the world war ii monument?,it only took about two hours .,did you take pictures at the world war ii monument ?,did you take pictures at the world war ii monument ?,30,52
did you take pictures at the world war ii monument?,"oh, yes. we all took lots of pictures.",did you take pictures at the world war ii monument ?,"oh , yes . we all took lots of pictures .","oh , yes . we all took lots of pictures .",52,41
"oh, yes. we all took lots of pictures.",then you flew back home that evening?,"oh , yes . we all took lots of pictures .",then you flew back home that evening ?,then you flew back home that evening ?,41,38
then you flew back home that evening?,"yes. when we landed, tv reporters and the army band were there.",then you flew back home that evening ?,"yes . when we landed , tv reporters and the army band were there .","yes . when we landed , tv reporters and the army band were there .",38,66
"yes. when we landed, tv reporters and the army band were there.",that must have made you feel really special.,"yes . when we landed , tv reporters and the army band were there .",that must have made you feel really special .,that must have made you feel really special .,66,45
that must have made you feel really special.,"oh, it did. there were about 300 people there to honor us.",that must have made you feel really special .,"oh , it did . there were about people there to honor us .","oh , it did . there were about people there to honor us .",45,57
"oh, it did. there were about 300 people there to honor us.","well, you all deserve it. you helped save our country.","oh , it did . there were about people there to honor us .","well , you all deserve it . you helped save our country .","well , you all deserve it . you helped save our country .",57,57
i need a job.,i thought you had a job.,i need a job .,i thought you had a job .,i thought you had a job .,14,25
i thought you had a job.,i did.,i thought you had a job .,i did .,i did .,25,7
i did.,what happened?,i did .,what happened ?,what happened ?,7,15
what happened?,i got laid off.,what happened ?,i got laid off .,i got laid off .,15,16
i got laid off.,that's terrible! when did it happen?,i got laid off .,that ' s terrible ! when did it happen ?,that ' s terrible ! when did it happen ?,16,40
that's terrible! when did it happen?,i got laid off last week.,that ' s terrible ! when did it happen ?,i got laid off last week .,i got laid off last week .,40,26
i got laid off last week.,just you?,i got laid off last week .,just you ?,just you ?,26,10
just you?,"no, ten of my coworkers got laid off, too.",just you ?,"no , ten of my coworkers got laid off , too .","no , ten of my coworkers got laid off , too .",10,45
"no, ten of my coworkers got laid off, too.",what are you going to do?,"no , ten of my coworkers got laid off , too .",what are you going to do ?,what are you going to do ?,45,26
what are you going to do?,i'm looking in the newspaper for a job.,what are you going to do ?,i ' m looking in the newspaper for a job .,i ' m looking in the newspaper for a job .,26,42
i'm looking in the newspaper for a job.,good luck!,i ' m looking in the newspaper for a job .,good luck !,good luck !,42,11
"before you go to that interview, check yourself.",what's to check?,"before you go to that interview , check yourself .",what ' s to check ?,what ' s to check ?,50,19
what's to check?,are your nails clean?,what ' s to check ?,are your nails clean ?,are your nails clean ?,19,22
are your nails clean?,"yes, they are.",are your nails clean ?,"yes , they are .","yes , they are .",22,16
"yes, they are.",did you double-check your nose and teeth?,"yes , they are .",did you double - check your nose and teeth ?,did you double - check your nose and teeth ?,16,44
did you double-check your nose and teeth?,"they are clean, too.",did you double - check your nose and teeth ?,"they are clean , too .","they are clean , too .",44,22
"they are clean, too.",did you shine your shoes?,"they are clean , too .",did you shine your shoes ?,did you shine your shoes ?,22,26
did you shine your shoes?,my shoes are shined.,did you shine your shoes ?,my shoes are shined .,my shoes are shined .,26,21
my shoes are shined.,do your socks match?,my shoes are shined .,do your socks match ?,do your socks match ?,21,21
do your socks match?,of course they match.,do your socks match ?,of course they match .,of course they match .,21,22
of course they match.,"no, they don't. one is black and one is dark blue.",of course they match .,"no , they don ' t . one is black and one is dark blue .","no , they don ' t . one is black and one is dark blue .",22,55
"no, they don't. one is black and one is dark blue.",yikes! thank you.,"no , they don ' t . one is black and one is dark blue .",yikes ! thank you .,yikes ! thank you .,55,19
life is hard.,it sure is.,life is hard .,it sure is .,it sure is .,14,12
it sure is.,i thought school was hard.,it sure is .,i thought school was hard .,i thought school was hard .,12,27
i thought school was hard.,"me, too. i couldn't wait to graduate.",i thought school was hard .,"me , too . i couldn ' t wait to graduate .","me , too . i couldn ' t wait to graduate .",27,42
"me, too. i couldn't wait to graduate.","but now work is hard, too.","me , too . i couldn ' t wait to graduate .","but now work is hard , too .","but now work is hard , too .",42,28
"but now work is hard, too.",i agree. work is just as hard as school.,"but now work is hard , too .",i agree . work is just as hard as school .,i agree . work is just as hard as school .,28,42
i agree. work is just as hard as school.,sometimes i wish i was back in school.,i agree . work is just as hard as school .,sometimes i wish i was back in school .,sometimes i wish i was back in school .,42,39
sometimes i wish i was back in school.,"me, too. school was fun.",sometimes i wish i was back in school .,"me , too . school was fun .","me , too . school was fun .",39,27
"me, too. school was fun.",and it was only 12 years.,"me , too . school was fun .",and it was only years .,and it was only years .,27,23
and it was only 12 years.,it went by pretty fast.,and it was only years .,it went by pretty fast .,it went by pretty fast .,23,24
it went by pretty fast.,but work goes on forever!,it went by pretty fast .,but work goes on forever !,but work goes on forever !,24,26
but work goes on forever!,we have to work for 30 years!,but work goes on forever !,we have to work for years !,we have to work for years !,26,27
i'm sleepy.,so am i.,i ' m sleepy .,so am i .,so am i .,14,9
so am i.,i had a long day.,so am i .,i had a long day .,i had a long day .,9,18
i had a long day.,so did i.,i had a long day .,so did i .,so did i .,18,10
so did i.,i didn't even have lunch.,so did i .,i didn ' t even have lunch .,i didn ' t even have lunch .,10,28
i didn't even have lunch.,neither did i.,i didn ' t even have lunch .,neither did i .,neither did i .,28,15
neither did i.,i was busy the whole day.,neither did i .,i was busy the whole day .,i was busy the whole day .,15,26
i was busy the whole day.,so was i.,i was busy the whole day .,so was i .,so was i .,26,10
so was i.,i had to bring work home with me.,so was i .,i had to bring work home with me .,i had to bring work home with me .,10,34
i had to bring work home with me.,i did too.,i had to bring work home with me .,i did too .,i did too .,34,11
i did too.,your day was just like mine.,i did too .,your day was just like mine .,your day was just like mine .,11,29
your day was just like mine.,of course it was. we work together!,your day was just like mine .,of course it was . we work together !,of course it was . we work together !,29,37
i don't like my job.,what do you do?,i don ' t like my job .,what do you do ?,what do you do ?,23,16
what do you do?,i'm a babysitter.,what do you do ?,i ' m a babysitter .,i ' m a babysitter .,16,20
i'm a babysitter.,is that a lot of work?,i ' m a babysitter .,is that a lot of work ?,is that a lot of work ?,20,23
is that a lot of work?,babies cry all the time.,is that a lot of work ?,babies cry all the time .,babies cry all the time .,23,25
babies cry all the time.,you have to change their diapers.,babies cry all the time .,you have to change their diapers .,you have to change their diapers .,25,34
you have to change their diapers.,i have to feed them.,you have to change their diapers .,i have to feed them .,i have to feed them .,34,21
i have to feed them.,are you looking for another job?,i have to feed them .,are you looking for another job ?,are you looking for another job ?,21,33
are you looking for another job?,"no, i'm looking for another family.",are you looking for another job ?,"no , i ' m looking for another family .","no , i ' m looking for another family .",33,39
"no, i'm looking for another family.",another family?,"no , i ' m looking for another family .",another family ?,another family ?,39,16
another family?,a family with only one baby.,another family ?,a family with only one baby .,a family with only one baby .,16,29
a family with only one baby.,that's a good idea.,a family with only one baby .,that ' s a good idea .,that ' s a good idea .,29,22
i need a job.,what was your last job?,i need a job .,what was your last job ?,what was your last job ?,14,24
what was your last job?,i was a painter.,what was your last job ?,i was a painter .,i was a painter .,24,17
i was a painter.,what happened?,i was a painter .,what happened ?,what happened ?,17,15
what happened?,i got laid off because there was no work.,what happened ?,i got laid off because there was no work .,i got laid off because there was no work .,15,42
i got laid off because there was no work.,what else can you do?,i got laid off because there was no work .,what else can you do ?,what else can you do ?,42,22
what else can you do?,i'm a handyman.,what else can you do ?,i ' m a handyman .,i ' m a handyman .,22,18
i'm a handyman.,can you fix a dripping faucet in a kitchen sink?,i ' m a handyman .,can you fix a dripping faucet in a kitchen sink ?,can you fix a dripping faucet in a kitchen sink ?,18,49
can you fix a dripping faucet in a kitchen sink?,of course.,can you fix a dripping faucet in a kitchen sink ?,of course .,of course .,49,11
of course.,then i have a job for you in my kitchen.,of course .,then i have a job for you in my kitchen .,then i have a job for you in my kitchen .,11,41
then i have a job for you in my kitchen.,it will cost you only $20 plus parts.,then i have a job for you in my kitchen .,it will cost you only $ plus parts .,it will cost you only $ plus parts .,41,36
it will cost you only $20 plus parts.,okay. that sounds like a fair price.,it will cost you only $ plus parts .,okay . that sounds like a fair price .,okay . that sounds like a fair price .,36,38
what would you do if you lost your job?,i have no idea. i've been here for 20 years.,what would you do if you lost your job ?,i have no idea . i ' ve been here for years .,i have no idea . i ' ve been here for years .,40,45
i have no idea. i've been here for 20 years.,do you have any other skills?,i have no idea . i ' ve been here for years .,do you have any other skills ?,do you have any other skills ?,45,30
do you have any other skills?,"well, i know how to flip hamburgers.",do you have any other skills ?,"well , i know how to flip hamburgers .","well , i know how to flip hamburgers .",30,38
"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.,"well , i know how to flip hamburgers .",no one would hire you to flip hamburgers .,no one would hire you to flip hamburgers .,38,42
no one would hire you to flip hamburgers.,have you heard something that you're not telling me?,no one would hire you to flip hamburgers .,have you heard something that you ' re not telling me ?,have you heard something that you ' re not telling me ?,42,55
have you heard something that you're not telling me?,what do you mean?,have you heard something that you ' re not telling me ?,what do you mean ?,what do you mean ?,55,18
what do you mean?,are there going to be layoffs at this place?,what do you mean ?,are there going to be layoffs at this place ?,are there going to be layoffs at this place ?,18,45
are there going to be layoffs at this place?,i certainly hope not!,are there going to be layoffs at this place ?,i certainly hope not !,i certainly hope not !,45,22
i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too.",i certainly hope not !,"if you got laid off , you ' d be flipping hamburgers , too .","if you got laid off , you ' d be flipping hamburgers , too .",22,60
"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king.","if you got laid off , you ' d be flipping hamburgers , too .","oh great , we could both work at burger king .","oh great , we could both work at burger king .",60,46
"oh great, we could both work at burger king.","maybe we'd get laid off there, too.","oh great , we could both work at burger king .","maybe we ' d get laid off there , too .","maybe we ' d get laid off there , too .",46,39
do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best.",do your students ever talk about their jobs ?,"yes , and they ask me what jobs are the best .","yes , and they ask me what jobs are the best .",45,46
"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.,"yes , and they ask me what jobs are the best .",i tell my students to become a teacher .,i tell my students to become a teacher .,46,40
i tell my students to become a teacher.,teaching is a great job.,i tell my students to become a teacher .,teaching is a great job .,teaching is a great job .,40,25
teaching is a great job.,it's the best job i've ever had.,teaching is a great job .,it ' s the best job i ' ve ever had .,it ' s the best job i ' ve ever had .,25,37
it's the best job i've ever had.,what makes it so good?,it ' s the best job i ' ve ever had .,what makes it so good ?,what makes it so good ?,37,23
what makes it so good?,"for me, it's the students.",what makes it so good ?,"for me , it ' s the students .","for me , it ' s the students .",23,30
"for me, it's the students.",what do you mean?,"for me , it ' s the students .",what do you mean ?,what do you mean ?,30,18
what do you mean?,i mean i have wonderful students.,what do you mean ?,i mean i have wonderful students .,i mean i have wonderful students .,18,34
i mean i have wonderful students.,that must be nice.,i mean i have wonderful students .,that must be nice .,that must be nice .,34,19
that must be nice.,teaching is the best part of my whole day.,that must be nice .,teaching is the best part of my whole day .,teaching is the best part of my whole day .,19,43
teaching is the best part of my whole day.,you're a lucky man to have a job you love.,teaching is the best part of my whole day .,you ' re a lucky man to have a job you love .,you ' re a lucky man to have a job you love .,43,45
"boy, i'm glad that job is finished.",how long did it take?,"boy , i ' m glad that job is finished .",how long did it take ?,how long did it take ?,39,22
how long did it take?,"four hours, without a break.",how long did it take ?,"four hours , without a break .","four hours , without a break .",22,30
"four hours, without a break.",it's always nice to finish a job.,"four hours , without a break .",it ' s always nice to finish a job .,it ' s always nice to finish a job .,30,36
it's always nice to finish a job.,"well, it's good and bad.",it ' s always nice to finish a job .,"well , it ' s good and bad .","well , it ' s good and bad .",36,28
"well, it's good and bad.",what's bad about it?,"well , it ' s good and bad .",what ' s bad about it ?,what ' s bad about it ?,28,23
what's bad about it?,"when you finish, all you do is start another job!",what ' s bad about it ?,"when you finish , all you do is start another job !","when you finish , all you do is start another job !",23,51
"when you finish, all you do is start another job!","yes, that's right. it does get boring.","when you finish , all you do is start another job !","yes , that ' s right . it does get boring .","yes , that ' s right . it does get boring .",51,43
"yes, that's right. it does get boring.","especially if it's the same work, over and over.","yes , that ' s right . it does get boring .","especially if it ' s the same work , over and over .","especially if it ' s the same work , over and over .",43,52
"especially if it's the same work, over and over.",but that's what most people do.,"especially if it ' s the same work , over and over .",but that ' s what most people do .,but that ' s what most people do .,52,34
but that's what most people do.,"yes, i guess most of us are stuck in a routine.",but that ' s what most people do .,"yes , i guess most of us are stuck in a routine .","yes , i guess most of us are stuck in a routine .",34,49
"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you don't repeat over and over.,"yes , i guess most of us are stuck in a routine .",i wonder if there is any job that you don ' t repeat over and over .,i wonder if there is any job that you don ' t repeat over and over .,49,68
i think i have the worst boss in the world.,what makes him so bad?,i think i have the worst boss in the world .,what makes him so bad ?,what makes him so bad ?,44,23
what makes him so bad?,he's rude and he yells a lot.,what makes him so bad ?,he ' s rude and he yells a lot .,he ' s rude and he yells a lot .,23,32
he's rude and he yells a lot.,that's hard to take.,he ' s rude and he yells a lot .,that ' s hard to take .,that ' s hard to take .,32,23
that's hard to take.,i've never heard him say please or thank you.,that ' s hard to take .,i ' ve never heard him say please or thank you .,i ' ve never heard him say please or thank you .,23,48
i've never heard him say please or thank you.,he sounds like a real jerk.,i ' ve never heard him say please or thank you .,he sounds like a real jerk .,he sounds like a real jerk .,48,28
he sounds like a real jerk.,no one at work likes him.,he sounds like a real jerk .,no one at work likes him .,no one at work likes him .,28,26
no one at work likes him.,can't you report him to his supervisor?,no one at work likes him .,can ' t you report him to his supervisor ?,can ' t you report him to his supervisor ?,26,42
can't you report him to his supervisor?,"of course not. if i do that, i'll lose my job.",can ' t you report him to his supervisor ?,"of course not . if i do that , i ' ll lose my job .","of course not . if i do that , i ' ll lose my job .",42,51
"of course not. if i do that, i'll lose my job.","yes, they don't like troublemakers or complainers.","of course not . if i do that , i ' ll lose my job .","yes , they don ' t like troublemakers or complainers .","yes , they don ' t like troublemakers or complainers .",51,54
"yes, they don't like troublemakers or complainers.","i can't quit, because i'm making a good salary.","yes , they don ' t like troublemakers or complainers .","i can ' t quit , because i ' m making a good salary .","i can ' t quit , because i ' m making a good salary .",54,53
"i can't quit, because i'm making a good salary.",you shouldn't choose money over happiness.,"i can ' t quit , because i ' m making a good salary .",you shouldn ' t choose money over happiness .,you shouldn ' t choose money over happiness .,53,45
what are we going to do?,about what?,what are we going to do ?,about what ?,about what ?,25,12
about what?,about finding a job for me.,about what ?,about finding a job for me .,about finding a job for me .,12,28
about finding a job for me.,you don't need a job. i make enough money for both of us.,about finding a job for me .,you don ' t need a job . i make enough money for both of us .,you don ' t need a job . i make enough money for both of us .,28,61
you don't need a job. i make enough money for both of us.,that doesn't matter. i don't want to sit around.,you don ' t need a job . i make enough money for both of us .,that doesn ' t matter . i don ' t want to sit around .,that doesn ' t matter . i don ' t want to sit around .,61,54
that doesn't matter. i don't want to sit around.,"okay, what kind of job do you want?",that doesn ' t matter . i don ' t want to sit around .,"okay , what kind of job do you want ?","okay , what kind of job do you want ?",54,37
"okay, what kind of job do you want?",i'm not sure.,"okay , what kind of job do you want ?",i ' m not sure .,i ' m not sure .,37,16
i'm not sure.,"well, you should do something that you enjoy.",i ' m not sure .,"well , you should do something that you enjoy .","well , you should do something that you enjoy .",16,47
"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.,"well , you should do something that you enjoy .",i enjoy selling . i was born to sell .,i enjoy selling . i was born to sell .,47,38
i enjoy selling. i was born to sell.,"okay, what do you want to sell?",i enjoy selling . i was born to sell .,"okay , what do you want to sell ?","okay , what do you want to sell ?",38,33
"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.,"okay , what do you want to sell ?",cigarette lighters . i ' ll make a fortune .,cigarette lighters . i ' ll make a fortune .,33,44
cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!,cigarette lighters . i ' ll make a fortune .,but you hate cigarettes and you hate smoking !,but you hate cigarettes and you hate smoking !,44,46
a new hotel is looking for workers.,"yes, i saw it on the tv news.",a new hotel is looking for workers .,"yes , i saw it on the tv news .","yes , i saw it on the tv news .",36,31
"yes, i saw it on the tv news.",they need 300 new workers.,"yes , i saw it on the tv news .",they need new workers .,they need new workers .,31,23
they need 300 new workers.,"and 4,000 people showed up.",they need new workers .,"and , people showed up .","and , people showed up .",23,24
"and 4,000 people showed up.",so many people are out of work.,"and , people showed up .",so many people are out of work .,so many people are out of work .,24,32
so many people are out of work.,"i still have my job, thank goodness.",so many people are out of work .,"i still have my job , thank goodness .","i still have my job , thank goodness .",32,38
"i still have my job, thank goodness.","so do i, but i'm worried.","i still have my job , thank goodness .","so do i , but i ' m worried .","so do i , but i ' m worried .",38,29
"so do i, but i'm worried.",me too. there are no guarantees.,"so do i , but i ' m worried .",me too . there are no guarantees .,me too . there are no guarantees .,29,34
me too. there are no guarantees.,"if you lose your job, you can move in with me.",me too . there are no guarantees .,"if you lose your job , you can move in with me .","if you lose your job , you can move in with me .",34,48
"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you.","if you lose your job , you can move in with me .","oh , thank you . that ' s very nice of you .","oh , thank you . that ' s very nice of you .",48,44
"oh, thank you. that's very nice of you.",you would do the same for me.,"oh , thank you . that ' s very nice of you .",you would do the same for me .,you would do the same for me .,44,30
you would do the same for me.,of course. what are friends for?,you would do the same for me .,of course . what are friends for ?,of course . what are friends for ?,30,34
i think i did something real stupid.,what did you do?,i think i did something real stupid .,what did you do ?,what did you do ?,37,17
what did you do?,i bought some stock.,what did you do ?,i bought some stock .,i bought some stock .,17,21
i bought some stock.,everybody buys stock.,i bought some stock .,everybody buys stock .,everybody buys stock .,21,22
everybody buys stock.,i bought it on a hunch.,everybody buys stock .,i bought it on a hunch .,i bought it on a hunch .,22,24
i bought it on a hunch.,you didn't read about the company first?,i bought it on a hunch .,you didn ' t read about the company first ?,you didn ' t read about the company first ?,24,43
you didn't read about the company first?,i didn't have to. it's been in business for 60 years.,you didn ' t read about the company first ?,i didn ' t have to . it ' s been in business for years .,i didn ' t have to . it ' s been in business for years .,43,56
i didn't have to. it's been in business for 60 years.,so what's the problem?,i didn ' t have to . it ' s been in business for years .,so what ' s the problem ?,so what ' s the problem ?,56,25
so what's the problem?,i used all my savings on this one company.,so what ' s the problem ?,i used all my savings on this one company .,i used all my savings on this one company .,25,43
i used all my savings on this one company.,you put all your eggs into one basket.,i used all my savings on this one company .,you put all your eggs into one basket .,you put all your eggs into one basket .,43,39
you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing.",you put all your eggs into one basket .,"if the company goes out of business , i ' ll have nothing .","if the company goes out of business , i ' ll have nothing .",39,59
"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!","if the company goes out of business , i ' ll have nothing .","oh , you ' ll have something  you ' ll have a lesson you ' ll never forget !","oh , you ' ll have something  you ' ll have a lesson you ' ll never forget !",59,77
i was going to be a doctor.,what happened to your plans?,i was going to be a doctor .,what happened to your plans ?,what happened to your plans ?,28,29
what happened to your plans?,i got a d in college chemistry.,what happened to your plans ?,i got a d in college chemistry .,i got a d in college chemistry .,29,32
i got a d in college chemistry.,"well, a d is better than an f.",i got a d in college chemistry .,"well , a d is better than an f .","well , a d is better than an f .",32,32
"well, a d is better than an f.",a tutor helped me get the d!,"well , a d is better than an f .",a tutor helped me get the d !,a tutor helped me get the d !,32,29
a tutor helped me get the d!,"so, you didn't become a doctor.",a tutor helped me get the d !,"so , you didn ' t become a doctor .","so , you didn ' t become a doctor .",29,35
"so, you didn't become a doctor.",and now i'm glad that i didn't.,"so , you didn ' t become a doctor .",and now i ' m glad that i didn ' t .,and now i ' m glad that i didn ' t .,35,36
and now i'm glad that i didn't.,why's that?,and now i ' m glad that i didn ' t .,why ' s that ?,why ' s that ?,36,14
why's that?,a hospital is the most dangerous place in the world.,why ' s that ?,a hospital is the most dangerous place in the world .,a hospital is the most dangerous place in the world .,14,53
a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs.",a hospital is the most dangerous place in the world .,"oh , yes , because of all the killer germs .","oh , yes , because of all the killer germs .",53,44
"oh, yes, because of all the killer germs.","if you're a smart doctor, you stay away from hospitals.","oh , yes , because of all the killer germs .","if you ' re a smart doctor , you stay away from hospitals .","if you ' re a smart doctor , you stay away from hospitals .",44,59
"if you're a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients.","if you ' re a smart doctor , you stay away from hospitals .","yes , the smart doctors are those tv news doctors  no hospitals , no patients .","yes , the smart doctors are those tv news doctors  no hospitals , no patients .",59,80
i want to be a mail carrier when i grow up.,why?,i want to be a mail carrier when i grow up .,why ?,why ?,44,5
why?,because you get to meet a lot of people.,why ?,because you get to meet a lot of people .,because you get to meet a lot of people .,5,41
because you get to meet a lot of people.,you sure do.,because you get to meet a lot of people .,you sure do .,you sure do .,41,13
you sure do.,and you get a lot of exercise every day.,you sure do .,and you get a lot of exercise every day .,and you get a lot of exercise every day .,13,41
and you get a lot of exercise every day.,that's the truth.,and you get a lot of exercise every day .,that ' s the truth .,that ' s the truth .,41,20
that's the truth.,and you get to play with a lot of dogs.,that ' s the truth .,and you get to play with a lot of dogs .,and you get to play with a lot of dogs .,20,40
and you get to play with a lot of dogs.,"well, you're supposed to be working.",and you get to play with a lot of dogs .,"well , you ' re supposed to be working .","well , you ' re supposed to be working .",40,40
"well, you're supposed to be working.","yes, but i will always pet the friendly dogs.","well , you ' re supposed to be working .","yes , but i will always pet the friendly dogs .","yes , but i will always pet the friendly dogs .",40,47
"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?,"yes , but i will always pet the friendly dogs .",what about the unfriendly dogs ?,what about the unfriendly dogs ?,47,32
what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you.",what about the unfriendly dogs ?,"i think if you are friendly to dogs , they are friendly to you .","i think if you are friendly to dogs , they are friendly to you .",32,64
"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.,"i think if you are friendly to dogs , they are friendly to you .",dogs are like people  not all of them are friendly .,dogs are like people  not all of them are friendly .,64,53
i want to move to new york.,to the state or the city?,i want to move to new york .,to the state or the city ?,to the state or the city ?,28,26
to the state or the city?,"to the city, of course.",to the state or the city ?,"to the city , of course .","to the city , of course .",26,25
"to the city, of course.",why do you want to move there?,"to the city , of course .",why do you want to move there ?,why do you want to move there ?,25,31
why do you want to move there?,because i want to make a lot of money.,why do you want to move there ?,because i want to make a lot of money .,because i want to make a lot of money .,31,39
because i want to make a lot of money.,there are a lot of poor people in new york.,because i want to make a lot of money .,there are a lot of poor people in new york .,there are a lot of poor people in new york .,39,44
there are a lot of poor people in new york.,there sure areat least a million.,there are a lot of poor people in new york .,there sure are  at least a million .,there sure are  at least a million .,44,37
there sure areat least a million.,so how do you plan to become rich?,there sure are  at least a million .,so how do you plan to become rich ?,so how do you plan to become rich ?,37,35
so how do you plan to become rich?,i will knock on the doors of all the corporations.,so how do you plan to become rich ?,i will knock on the doors of all the corporations .,i will knock on the doors of all the corporations .,35,51
i will knock on the doors of all the corporations.,that won't make you rich. nobody will talk to you.,i will knock on the doors of all the corporations .,that won ' t make you rich . nobody will talk to you .,that won ' t make you rich . nobody will talk to you .,51,54
that won't make you rich. nobody will talk to you.,i will keep knocking on doors.,that won ' t make you rich . nobody will talk to you .,i will keep knocking on doors .,i will keep knocking on doors .,54,31
i will keep knocking on doors.,all you will get is sore knuckles.,i will keep knocking on doors .,all you will get is sore knuckles .,all you will get is sore knuckles .,31,35
i love salads.,me too.,i love salads .,me too .,me too .,15,8
me too.,i usually eat a simple salad.,me too .,i usually eat a simple salad .,i usually eat a simple salad .,8,30
i usually eat a simple salad.,what do you put in it?,i usually eat a simple salad .,what do you put in it ?,what do you put in it ?,30,23
what do you put in it?,"just lettuce, tomato, and celery.",what do you put in it ?,"just lettuce , tomato , and celery .","just lettuce , tomato , and celery .",23,36
"just lettuce, tomato, and celery.",that's it?,"just lettuce , tomato , and celery .",that ' s it ?,that ' s it ?,36,13
that's it?,i add some pepper and salt.,that ' s it ?,i add some pepper and salt .,i add some pepper and salt .,13,28
i add some pepper and salt.,i always put cheese in my salads.,i add some pepper and salt .,i always put cheese in my salads .,i always put cheese in my salads .,28,34
i always put cheese in my salads.,"yes, cheese is nice.",i always put cheese in my salads .,"yes , cheese is nice .","yes , cheese is nice .",34,22
"yes, cheese is nice.",what kind of dressing do you use?,"yes , cheese is nice .",what kind of dressing do you use ?,what kind of dressing do you use ?,22,34
what kind of dressing do you use?,i pour lots of french dressing on top.,what kind of dressing do you use ?,i pour lots of french dressing on top .,i pour lots of french dressing on top .,34,39
i pour lots of french dressing on top.,me too. french dressing is so delicious! who cares about calories?,i pour lots of french dressing on top .,me too . french dressing is so delicious ! who cares about calories ?,me too . french dressing is so delicious ! who cares about calories ?,39,69
i love cheese.,me too.,i love cheese .,me too .,me too .,15,8
me too.,where does cheese come from?,me too .,where does cheese come from ?,where does cheese come from ?,8,29
where does cheese come from?,it comes from cows.,where does cheese come from ?,it comes from cows .,it comes from cows .,29,20
it comes from cows.,"so we get cheese from cows, and we get milk, too?",it comes from cows .,"so we get cheese from cows , and we get milk , too ?","so we get cheese from cows , and we get milk , too ?",20,52
"so we get cheese from cows, and we get milk, too?","yes, we do.","so we get cheese from cows , and we get milk , too ?","yes , we do .","yes , we do .",52,13
"yes, we do.",what else do we get from cows?,"yes , we do .",what else do we get from cows ?,what else do we get from cows ?,13,31
what else do we get from cows?,we get hamburgers and steak.,what else do we get from cows ?,we get hamburgers and steak .,we get hamburgers and steak .,31,29
we get hamburgers and steak.,"oh, that's so delicious.",we get hamburgers and steak .,"oh , that ' s so delicious .","oh , that ' s so delicious .",29,28
"oh, that's so delicious.",we also get leather.,"oh , that ' s so delicious .",we also get leather .,we also get leather .,28,21
we also get leather.,"we get a lot of things from cows, don't we?",we also get leather .,"we get a lot of things from cows , don ' t we ?","we get a lot of things from cows , don ' t we ?",21,47
"we get a lot of things from cows, don't we?",yes. a cow is man's best friend.,"we get a lot of things from cows , don ' t we ?",yes . a cow is man ' s best friend .,yes . a cow is man ' s best friend .,47,36
i used to work in a deli.,how did you like it?,i used to work in a deli .,how did you like it ?,how did you like it ?,26,21
how did you like it?,i loved it!,how did you like it ?,i loved it !,i loved it !,21,12
i loved it!,did you get free food?,i loved it !,did you get free food ?,did you get free food ?,12,23
did you get free food?,i ate free cheese and meat every day.,did you get free food ?,i ate free cheese and meat every day .,i ate free cheese and meat every day .,23,38
