Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
i want to cruise to hawaii.,"that should be a nice trip. lots of fun, and lots of food.",i want to cruise to hawaii,<sos> that should be a nice trip lots of fun and lots of food <eos>,that should be a nice trip lots of fun and lots of food <eos>,26,67
"that should be a nice trip. lots of fun, and lots of food.",i have no idea how much it will cost.,that should be a nice trip lots of fun and lots of food,<sos> i have no idea how much it will cost <eos>,i have no idea how much it will cost <eos>,55,48
i have no idea how much it will cost.,i think it depends on the season and on your cabin.,i have no idea how much it will cost,<sos> i think it depends on the season and on your cabin <eos>,i think it depends on the season and on your cabin <eos>,36,62
i think it depends on the season and on your cabin.,"well, of course i want to go when the weather is nice.",i think it depends on the season and on your cabin,<sos> well of course i want to go when the weather is nice <eos>,well of course i want to go when the weather is nice <eos>,50,64
"well, of course i want to go when the weather is nice.","yes, you don't want to travel in winter storms.",well of course i want to go when the weather is nice,<sos> yes you do not want to travel in winter storms <eos>,yes you do not want to travel in winter storms <eos>,52,58
"yes, you don't want to travel in winter storms.",and i want to get a big cabin with a view.,yes you do not want to travel in winter storms,<sos> and i want to get a big cabin with a view <eos>,and i want to get a big cabin with a view <eos>,46,53
and i want to get a big cabin with a view.,are you going to travel alone?,and i want to get a big cabin with a view,<sos> are you going to travel alone <eos>,are you going to travel alone <eos>,41,41
are you going to travel alone?,"no, my sister and i will travel together.",are you going to travel alone,<sos> no my sister and i will travel together <eos>,no my sister and i will travel together <eos>,29,51
"no, my sister and i will travel together.","well, you should go online and try to find a good deal.",no my sister and i will travel together,<sos> well you should go online and try to find a good deal <eos>,well you should go online and try to find a good deal <eos>,39,65
i hate to fly.,because of all the security?,i hate to fly,<sos> because of all the security <eos>,because of all the security <eos>,13,39
because of all the security?,"no, because it hurts my ears.",because of all the security,<sos> no because it hurts my ears <eos>,no because it hurts my ears <eos>,27,39
"no, because it hurts my ears.",what do you mean?,no because it hurts my ears,<sos> what do you mean <eos>,what do you mean <eos>,27,28
what do you mean?,"every time we land or take off, my ears hurt so much.",what do you mean,<sos> every time we land or take off my ears hurt so much <eos>,every time we land or take off my ears hurt so much <eos>,16,63
"every time we land or take off, my ears hurt so much.","that's just the altitude change, i think.",every time we land or take off my ears hurt so much,<sos> that is just the altitude change i think <eos>,that is just the altitude change i think <eos>,51,52
"that's just the altitude change, i think.","whatever it is, it hurts.",that is just the altitude change i think,<sos> whatever it is it hurts <eos>,whatever it is it hurts <eos>,40,35
"whatever it is, it hurts.",can't you take medicine or something for it?,whatever it is it hurts,<sos> cannot you take medicine or something for it <eos>,cannot you take medicine or something for it <eos>,23,56
can't you take medicine or something for it?,"i've tried everything, but nothing works.",cannot you take medicine or something for it,<sos> i have tried everything but nothing works <eos>,i have tried everything but nothing works <eos>,44,53
"i've tried everything, but nothing works.",have you tried earplugs?,i have tried everything but nothing works,<sos> have you tried earplugs <eos>,have you tried earplugs <eos>,41,35
have you tried earplugs?,"they don't work, either.",have you tried earplugs,<sos> they do not work either <eos>,they do not work either <eos>,23,35
"they don't work, either.","well, be glad you're not a pilot.",they do not work either,<sos> well be glad you are not a pilot <eos>,well be glad you are not a pilot <eos>,23,44
spring break starts tomorrow.,are you going to go anywhere?,spring break starts tomorrow,<sos> are you going to go anywhere <eos>,are you going to go anywhere <eos>,28,40
are you going to go anywhere?,i was thinking of driving to arizona.,are you going to go anywhere,<sos> i was thinking of driving to arizona <eos>,i was thinking of driving to arizona <eos>,28,48
i was thinking of driving to arizona.,to the grand canyon?,i was thinking of driving to arizona,<sos> to the grand canyon <eos>,to the grand canyon <eos>,36,31
to the grand canyon?,yes. i've never been there.,to the grand canyon,<sos> yes i have never been there <eos>,yes i have never been there <eos>,19,39
yes. i've never been there.,i was there when i was a kid.,yes i have never been there,<sos> i was there when i was a kid <eos>,i was there when i was a kid <eos>,27,40
i was there when i was a kid.,how did you like it?,i was there when i was a kid,<sos> how did you like it <eos>,how did you like it <eos>,28,31
how did you like it?,i loved it. i still remember how amazing it was.,how did you like it,<sos> i loved it i still remember how amazing it was <eos>,i loved it i still remember how amazing it was <eos>,19,58
i loved it. i still remember how amazing it was.,"i'm sure i'll like it, too.",i loved it i still remember how amazing it was,<sos> i am sure i will like it too <eos>,i am sure i will like it too <eos>,46,40
"i'm sure i'll like it, too.",you should try riding a mule on a trail to the bottom.,i am sure i will like it too,<sos> you should try riding a mule on a trail to the bottom <eos>,you should try riding a mule on a trail to the bottom <eos>,28,65
you should try riding a mule on a trail to the bottom.,no way! i don't want to fall to my death.,you should try riding a mule on a trail to the bottom,<sos> no way i do not want to fall to my death <eos>,no way i do not want to fall to my death <eos>,53,52
no way! i don't want to fall to my death.,don't worry. only one person has ever fallen off a mule.,no way i do not want to fall to my death,<sos> do not worry only one person has ever fallen off a mule <eos>,do not worry only one person has ever fallen off a mule <eos>,40,67
that hotel was terrible.,the worst in the whole world.,that hotel was terrible,<sos> the worst in the whole world <eos>,the worst in the whole world <eos>,23,40
the worst in the whole world.,the walls were so thin.,the worst in the whole world,<sos> the walls were so thin <eos>,the walls were so thin <eos>,28,34
the walls were so thin.,all day long we heard tvs or telephones.,the walls were so thin,<sos> all day long we heard tvs or telephones <eos>,all day long we heard tvs or telephones <eos>,22,51
all day long we heard tvs or telephones.,all night long we heard people snoring.,all day long we heard tvs or telephones,<sos> all night long we heard people snoring <eos>,all night long we heard people snoring <eos>,39,50
all night long we heard people snoring.,housekeeping didn't give us fresh towels.,all night long we heard people snoring,<sos> housekeeping did not give us fresh towels <eos>,housekeeping did not give us fresh towels <eos>,38,53
housekeeping didn't give us fresh towels.,room service brought us a cold dinner.,housekeeping did not give us fresh towels,<sos> room service brought us a cold dinner <eos>,room service brought us a cold dinner <eos>,41,49
room service brought us a cold dinner.,our nonsmoking room stunk of cigarette smoke.,room service brought us a cold dinner,<sos> our nonsmoking room stunk of cigarette smoke <eos>,our nonsmoking room stunk of cigarette smoke <eos>,37,56
our nonsmoking room stunk of cigarette smoke.,our room was right next to the elevator and the ice machine.,our nonsmoking room stunk of cigarette smoke,<sos> our room was right next to the elevator and the ice machine <eos>,our room was right next to the elevator and the ice machine <eos>,44,71
our room was right next to the elevator and the ice machine.,they added phony charges to our bill.,our room was right next to the elevator and the ice machine,<sos> they added phony charges to our bill <eos>,they added phony charges to our bill <eos>,59,48
they added phony charges to our bill.,how did we end up in that terrible hotel?,they added phony charges to our bill,<sos> how did we end up in that terrible hotel <eos>,how did we end up in that terrible hotel <eos>,36,52
how did we end up in that terrible hotel?,the travel agent gave us a 50-percent discount!,how did we end up in that terrible hotel,<sos> the travel agent gave us a percent discount <eos>,the travel agent gave us a percent discount <eos>,40,55
i have to hang up. i'm so sleepy.,it's not even 10 o'clock.,i have to hang up i am so sleepy,<sos> it is not even o ' clock <eos>,it is not even o ' clock <eos>,32,36
it's not even 10 o'clock.,i'm falling asleep on the phone.,it is not even o ' clock,<sos> i am falling asleep on the phone <eos>,i am falling asleep on the phone <eos>,24,44
i'm falling asleep on the phone.,you got up real early.,i am falling asleep on the phone,<sos> you got up real early <eos>,you got up real early <eos>,32,33
you got up real early.,i had to take my friend to the airport.,you got up real early,<sos> i had to take my friend to the airport <eos>,i had to take my friend to the airport <eos>,21,50
i had to take my friend to the airport.,why didn't you take a nap when you got home?,i had to take my friend to the airport,<sos> why did not you take a nap when you got home <eos>,why did not you take a nap when you got home <eos>,38,56
why didn't you take a nap when you got home?,i didn't get home until 30 minutes ago.,why did not you take a nap when you got home,<sos> i did not get home until minutes ago <eos>,i did not get home until minutes ago <eos>,44,48
i didn't get home until 30 minutes ago.,why is that?,i did not get home until minutes ago,<sos> why is that <eos>,why is that <eos>,36,23
why is that?,there was a bomb threat at the airport.,why is that,<sos> there was a bomb threat at the airport <eos>,there was a bomb threat at the airport <eos>,11,50
there was a bomb threat at the airport.,only a threat?,there was a bomb threat at the airport,<sos> only a threat <eos>,only a threat <eos>,38,25
only a threat?,"yes, but i was stuck there all day while they looked for the bomb.",only a threat,<sos> yes but i was stuck there all day while they looked for the bomb <eos>,yes but i was stuck there all day while they looked for the bomb <eos>,13,76
"yes, but i was stuck there all day while they looked for the bomb.",someday the bomb is going to be for real.,yes but i was stuck there all day while they looked for the bomb,<sos> someday the bomb is going to be for real <eos>,someday the bomb is going to be for real <eos>,64,52
"my dad went to washington, d.c.",why did he do that?,my dad went to washington dc,<sos> why did he do that <eos>,why did he do that <eos>,28,30
why did he do that?,"he was invited, along with about 90 other veterans.",why did he do that,<sos> he was invited along with about other veterans <eos>,he was invited along with about other veterans <eos>,18,58
"he was invited, along with about 90 other veterans.",who invited them?,he was invited along with about other veterans,<sos> who invited them <eos>,who invited them <eos>,46,28
who invited them?,some private organization.,who invited them,<sos> some private organization <eos>,some private organization <eos>,16,37
some private organization.,why did they invite him?,some private organization,<sos> why did they invite him <eos>,why did they invite him <eos>,25,35
why did they invite him?,to thank him and all the other soldiers who served in world war ii.,why did they invite him,<sos> to thank him and all the other soldiers who served in world war ii <eos>,to thank him and all the other soldiers who served in world war ii <eos>,23,78
to thank him and all the other soldiers who served in world war ii.,that's very nice.,to thank him and all the other soldiers who served in world war ii,<sos> that is very nice <eos>,that is very nice <eos>,66,29
that's very nice.,my dad got to see the beautiful new world war ii monument.,that is very nice,<sos> my dad got to see the beautiful new world war ii monument <eos>,my dad got to see the beautiful new world war ii monument <eos>,17,69
my dad got to see the beautiful new world war ii monument.,that trip must have cost a lot of money. ,my dad got to see the beautiful new world war ii monument,<sos> that trip must have cost a lot of money <eos>,that trip must have cost a lot of money <eos>,57,51
that trip must have cost a lot of money. ,he said all the money came from private donations.,that trip must have cost a lot of money,<sos> he said all the money came from private donations <eos>,he said all the money came from private donations <eos>,39,61
"that was a great trip to washington, d.c.","tell me about it, dad.",that was a great trip to washington dc,<sos> tell me about it dad <eos>,tell me about it dad <eos>,38,32
"tell me about it, dad.",about 90 of us world war ii veterans got on the plane at 8 a.m.,tell me about it dad,<sos> about of us world war ii veterans got on the plane at am <eos>,about of us world war ii veterans got on the plane at am <eos>,20,68
about 90 of us world war ii veterans got on the plane at 8 a.m.,how long was the flight?,about of us world war ii veterans got on the plane at am,<sos> how long was the flight <eos>,how long was the flight <eos>,56,35
how long was the flight?,it only took about two hours.,how long was the flight,<sos> it only took about two hours <eos>,it only took about two hours <eos>,23,40
it only took about two hours.,did you take pictures at the world war ii monument?,it only took about two hours,<sos> did you take pictures at the world war ii monument <eos>,did you take pictures at the world war ii monument <eos>,28,62
did you take pictures at the world war ii monument?,"oh, yes. we all took lots of pictures.",did you take pictures at the world war ii monument,<sos> oh yes we all took lots of pictures <eos>,oh yes we all took lots of pictures <eos>,50,47
"oh, yes. we all took lots of pictures.",then you flew back home that evening?,oh yes we all took lots of pictures,<sos> then you flew back home that evening <eos>,then you flew back home that evening <eos>,35,48
then you flew back home that evening?,"yes. when we landed, tv reporters and the army band were there.",then you flew back home that evening,<sos> yes when we landed tv reporters and the army band were there <eos>,yes when we landed tv reporters and the army band were there <eos>,36,72
"yes. when we landed, tv reporters and the army band were there.",that must have made you feel really special.,yes when we landed tv reporters and the army band were there,<sos> that must have made you feel really special <eos>,that must have made you feel really special <eos>,60,55
that must have made you feel really special.,"oh, it did. there were about 300 people there to honor us.",that must have made you feel really special,<sos> oh it did there were about people there to honor us <eos>,oh it did there were about people there to honor us <eos>,43,63
"oh, it did. there were about 300 people there to honor us.","well, you all deserve it. you helped save our country.",oh it did there were about people there to honor us,<sos> well you all deserve it you helped save our country <eos>,well you all deserve it you helped save our country <eos>,51,63
i need a job.,i thought you had a job.,i need a job,<sos> i thought you had a job <eos>,i thought you had a job <eos>,12,35
i thought you had a job.,i did.,i thought you had a job,<sos> i did <eos>,i did <eos>,23,17
i did.,what happened?,i did,<sos> what happened <eos>,what happened <eos>,5,25
what happened?,i got laid off.,what happened,<sos> i got laid off <eos>,i got laid off <eos>,13,26
i got laid off.,that's terrible! when did it happen?,i got laid off,<sos> that is terrible when did it happen <eos>,that is terrible when did it happen <eos>,14,47
that's terrible! when did it happen?,i got laid off last week.,that is terrible when did it happen,<sos> i got laid off last week <eos>,i got laid off last week <eos>,35,36
i got laid off last week.,just you?,i got laid off last week,<sos> just you <eos>,just you <eos>,24,20
just you?,"no, ten of my coworkers got laid off, too.",just you,<sos> no ten of my coworkers got laid off too <eos>,no ten of my coworkers got laid off too <eos>,8,51
"no, ten of my coworkers got laid off, too.",what are you going to do?,no ten of my coworkers got laid off too,<sos> what are you going to do <eos>,what are you going to do <eos>,39,36
what are you going to do?,i'm looking in the newspaper for a job.,what are you going to do,<sos> i am looking in the newspaper for a job <eos>,i am looking in the newspaper for a job <eos>,24,51
i'm looking in the newspaper for a job.,good luck!,i am looking in the newspaper for a job,<sos> good luck <eos>,good luck <eos>,39,21
"before you go to that interview, check yourself.",what's to check?,before you go to that interview check yourself,<sos> that is to check <eos>,that is to check <eos>,46,28
what's to check?,are your nails clean?,that is to check,<sos> are your nails clean <eos>,are your nails clean <eos>,16,32
are your nails clean?,"yes, they are.",are your nails clean,<sos> yes they are <eos>,yes they are <eos>,20,24
"yes, they are.",did you double-check your nose and teeth?,yes they are,<sos> did you doublecheck your nose and teeth <eos>,did you doublecheck your nose and teeth <eos>,12,51
did you double-check your nose and teeth?,"they are clean, too.",did you doublecheck your nose and teeth,<sos> they are clean too <eos>,they are clean too <eos>,39,30
"they are clean, too.",did you shine your shoes?,they are clean too,<sos> did you shine your shoes <eos>,did you shine your shoes <eos>,18,36
did you shine your shoes?,my shoes are shined.,did you shine your shoes,<sos> my shoes are shined <eos>,my shoes are shined <eos>,24,31
my shoes are shined.,do your socks match?,my shoes are shined,<sos> do your socks match <eos>,do your socks match <eos>,19,31
do your socks match?,of course they match.,do your socks match,<sos> of course they match <eos>,of course they match <eos>,19,32
of course they match.,"no, they don't. one is black and one is dark blue.",of course they match,<sos> no they do not one is black and one is dark blue <eos>,no they do not one is black and one is dark blue <eos>,20,60
"no, they don't. one is black and one is dark blue.",yikes! thank you.,no they do not one is black and one is dark blue,<sos> yikes thank you <eos>,yikes thank you <eos>,48,27
life is hard.,it sure is.,life is hard,<sos> it sure is <eos>,it sure is <eos>,12,22
it sure is.,i thought school was hard.,it sure is,<sos> i thought school was hard <eos>,i thought school was hard <eos>,10,37
i thought school was hard.,"me, too. i couldn't wait to graduate.",i thought school was hard,<sos> me too i could not wait to graduate <eos>,me too i could not wait to graduate <eos>,25,47
"me, too. i couldn't wait to graduate.","but now work is hard, too.",me too i could not wait to graduate,<sos> but now work is hard too <eos>,but now work is hard too <eos>,35,36
"but now work is hard, too.",i agree. work is just as hard as school.,but now work is hard too,<sos> i agree work is just as hard as school <eos>,i agree work is just as hard as school <eos>,24,50
i agree. work is just as hard as school.,sometimes i wish i was back in school.,i agree work is just as hard as school,<sos> sometimes i wish i was back in school <eos>,sometimes i wish i was back in school <eos>,38,49
sometimes i wish i was back in school.,"me, too. school was fun.",sometimes i wish i was back in school,<sos> me too school was fun <eos>,me too school was fun <eos>,37,33
"me, too. school was fun.",and it was only 12 years.,me too school was fun,<sos> and it was only years <eos>,and it was only years <eos>,21,33
and it was only 12 years.,it went by pretty fast.,and it was only years,<sos> it went by pretty fast <eos>,it went by pretty fast <eos>,21,34
it went by pretty fast.,but work goes on forever!,it went by pretty fast,<sos> but work goes on forever <eos>,but work goes on forever <eos>,22,36
but work goes on forever!,we have to work for 30 years!,but work goes on forever,<sos> we have to work for years <eos>,we have to work for years <eos>,24,37
i'm sleepy.,so am i.,i am sleepy,<sos> so am i <eos>,so am i <eos>,11,19
so am i.,i had a long day.,so am i,<sos> i had a long day <eos>,i had a long day <eos>,7,28
i had a long day.,so did i.,i had a long day,<sos> so did i <eos>,so did i <eos>,16,20
so did i.,i didn't even have lunch.,so did i,<sos> i did not even have lunch <eos>,i did not even have lunch <eos>,8,37
i didn't even have lunch.,neither did i.,i did not even have lunch,<sos> neither did i <eos>,neither did i <eos>,25,25
neither did i.,i was busy the whole day.,neither did i,<sos> i was busy the whole day <eos>,i was busy the whole day <eos>,13,36
i was busy the whole day.,so was i.,i was busy the whole day,<sos> so was i <eos>,so was i <eos>,24,20
so was i.,i had to bring work home with me.,so was i,<sos> i had to bring work home with me <eos>,i had to bring work home with me <eos>,8,44
i had to bring work home with me.,i did too.,i had to bring work home with me,<sos> i did too <eos>,i did too <eos>,32,21
i did too.,your day was just like mine.,i did too,<sos> your day was just like mine <eos>,your day was just like mine <eos>,9,39
your day was just like mine.,of course it was. we work together!,your day was just like mine,<sos> of course it was we work together <eos>,of course it was we work together <eos>,27,45
i don't like my job.,what do you do?,i do not like my job,<sos> what do you do <eos>,what do you do <eos>,20,26
what do you do?,i'm a babysitter.,what do you do,<sos> i am a babysitter <eos>,i am a babysitter <eos>,14,29
i'm a babysitter.,is that a lot of work?,i am a babysitter,<sos> is that a lot of work <eos>,is that a lot of work <eos>,17,33
is that a lot of work?,babies cry all the time.,is that a lot of work,<sos> babies cry all the time <eos>,babies cry all the time <eos>,21,35
babies cry all the time.,you have to change their diapers.,babies cry all the time,<sos> you have to change their diapers <eos>,you have to change their diapers <eos>,23,44
you have to change their diapers.,i have to feed them.,you have to change their diapers,<sos> i have to feed them <eos>,i have to feed them <eos>,32,31
i have to feed them.,are you looking for another job?,i have to feed them,<sos> are you looking for another job <eos>,are you looking for another job <eos>,19,43
are you looking for another job?,"no, i'm looking for another family.",are you looking for another job,<sos> no i am looking for another family <eos>,no i am looking for another family <eos>,31,46
"no, i'm looking for another family.",another family?,no i am looking for another family,<sos> another family <eos>,another family <eos>,34,26
another family?,a family with only one baby.,another family,<sos> a family with only one baby <eos>,a family with only one baby <eos>,14,39
a family with only one baby.,that's a good idea.,a family with only one baby,<sos> that is a good idea <eos>,that is a good idea <eos>,27,31
i need a job.,what was your last job?,i need a job,<sos> what was your last job <eos>,what was your last job <eos>,12,34
what was your last job?,i was a painter.,what was your last job,<sos> i was a painter <eos>,i was a painter <eos>,22,27
i was a painter.,what happened?,i was a painter,<sos> what happened <eos>,what happened <eos>,15,25
what happened?,i got laid off because there was no work.,what happened,<sos> i got laid off because there was no work <eos>,i got laid off because there was no work <eos>,13,52
i got laid off because there was no work.,what else can you do?,i got laid off because there was no work,<sos> what else can you do <eos>,what else can you do <eos>,40,32
what else can you do?,i'm a handyman.,what else can you do,<sos> i am a handyman <eos>,i am a handyman <eos>,20,27
i'm a handyman.,can you fix a dripping faucet in a kitchen sink?,i am a handyman,<sos> can you fix a dripping faucet in a kitchen sink <eos>,can you fix a dripping faucet in a kitchen sink <eos>,15,59
can you fix a dripping faucet in a kitchen sink?,of course.,can you fix a dripping faucet in a kitchen sink,<sos> of course <eos>,of course <eos>,47,21
of course.,then i have a job for you in my kitchen.,of course,<sos> then i have a job for you in my kitchen <eos>,then i have a job for you in my kitchen <eos>,9,51
then i have a job for you in my kitchen.,it will cost you only $20 plus parts.,then i have a job for you in my kitchen,<sos> it will cost you only $ plus parts <eos>,it will cost you only $ plus parts <eos>,39,46
it will cost you only $20 plus parts.,okay. that sounds like a fair price.,it will cost you only $ plus parts,<sos> okay that sounds like a fair price <eos>,okay that sounds like a fair price <eos>,34,46
what would you do if you lost your job?,i have no idea. i've been here for 20 years.,what would you do if you lost your job,<sos> i have no idea i have been here for years <eos>,i have no idea i have been here for years <eos>,38,53
i have no idea. i've been here for 20 years.,do you have any other skills?,i have no idea i have been here for years,<sos> do you have any other skills <eos>,do you have any other skills <eos>,41,40
do you have any other skills?,"well, i know how to flip hamburgers.",do you have any other skills,<sos> well i know how to flip hamburgers <eos>,well i know how to flip hamburgers <eos>,28,46
"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.,well i know how to flip hamburgers,<sos> no one would hire you to flip hamburgers <eos>,no one would hire you to flip hamburgers <eos>,34,52
no one would hire you to flip hamburgers.,have you heard something that you're not telling me?,no one would hire you to flip hamburgers,<sos> have you heard something that you are not telling me <eos>,have you heard something that you are not telling me <eos>,40,64
have you heard something that you're not telling me?,what do you mean?,have you heard something that you are not telling me,<sos> what do you mean <eos>,what do you mean <eos>,52,28
what do you mean?,are there going to be layoffs at this place?,what do you mean,<sos> are there going to be layoffs at this place <eos>,are there going to be layoffs at this place <eos>,16,55
are there going to be layoffs at this place?,i certainly hope not!,are there going to be layoffs at this place,<sos> i certainly hope not <eos>,i certainly hope not <eos>,43,32
i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too.",i certainly hope not,<sos> if you got laid off you would be flipping hamburgers too <eos>,if you got laid off you would be flipping hamburgers too <eos>,20,68
"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king.",if you got laid off you would be flipping hamburgers too,<sos> oh great we could both work at burger king <eos>,oh great we could both work at burger king <eos>,56,54
"oh great, we could both work at burger king.","maybe we'd get laid off there, too.",oh great we could both work at burger king,<sos> maybe we would get laid off there too <eos>,maybe we would get laid off there too <eos>,42,49
do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best.",do your students ever talk about their jobs,<sos> yes and they ask me what jobs are the best <eos>,yes and they ask me what jobs are the best <eos>,43,54
"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.,yes and they ask me what jobs are the best,<sos> i tell my students to become a teacher <eos>,i tell my students to become a teacher <eos>,42,50
i tell my students to become a teacher.,teaching is a great job.,i tell my students to become a teacher,<sos> teaching is a great job <eos>,teaching is a great job <eos>,38,35
teaching is a great job.,it's the best job i've ever had.,teaching is a great job,<sos> it is the best job i have ever had <eos>,it is the best job i have ever had <eos>,23,46
it's the best job i've ever had.,what makes it so good?,it is the best job i have ever had,<sos> what makes it so good <eos>,what makes it so good <eos>,34,33
what makes it so good?,"for me, it's the students.",what makes it so good,<sos> for me it is the students <eos>,for me it is the students <eos>,21,37
"for me, it's the students.",what do you mean?,for me it is the students,<sos> what do you mean <eos>,what do you mean <eos>,25,28
what do you mean?,i mean i have wonderful students.,what do you mean,<sos> i mean i have wonderful students <eos>,i mean i have wonderful students <eos>,16,44
i mean i have wonderful students.,that must be nice.,i mean i have wonderful students,<sos> that must be nice <eos>,that must be nice <eos>,32,29
that must be nice.,teaching is the best part of my whole day.,that must be nice,<sos> teaching is the best part of my whole day <eos>,teaching is the best part of my whole day <eos>,17,53
teaching is the best part of my whole day.,you're a lucky man to have a job you love.,teaching is the best part of my whole day,<sos> you are a lucky man to have a job you love <eos>,you are a lucky man to have a job you love <eos>,41,54
"boy, i'm glad that job is finished.",how long did it take?,boy i am glad that job is finished,<sos> how long did it take <eos>,how long did it take <eos>,34,32
how long did it take?,"four hours, without a break.",how long did it take,<sos> four hours without a break <eos>,four hours without a break <eos>,20,38
"four hours, without a break.",it's always nice to finish a job.,four hours without a break,<sos> it is always nice to finish a job <eos>,it is always nice to finish a job <eos>,26,45
it's always nice to finish a job.,"well, it's good and bad.",it is always nice to finish a job,<sos> well it is good and bad <eos>,well it is good and bad <eos>,33,35
"well, it's good and bad.",what's bad about it?,well it is good and bad,<sos> that is bad about it <eos>,that is bad about it <eos>,23,32
what's bad about it?,"when you finish, all you do is start another job!",that is bad about it,<sos> when you finish all you do is start another job <eos>,when you finish all you do is start another job <eos>,20,59
"when you finish, all you do is start another job!","yes, that's right. it does get boring.",when you finish all you do is start another job,<sos> yes that is right it does get boring <eos>,yes that is right it does get boring <eos>,47,48
"yes, that's right. it does get boring.","especially if it's the same work, over and over.",yes that is right it does get boring,<sos> especially if it is the same work over and over <eos>,especially if it is the same work over and over <eos>,36,59
"especially if it's the same work, over and over.",but that's what most people do.,especially if it is the same work over and over,<sos> but that is what most people do <eos>,but that is what most people do <eos>,47,43
but that's what most people do.,"yes, i guess most of us are stuck in a routine.",but that is what most people do,<sos> yes i guess most of us are stuck in a routine <eos>,yes i guess most of us are stuck in a routine <eos>,31,57
"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you don't repeat over and over.,yes i guess most of us are stuck in a routine,<sos> i wonder if there is any job that you do not repeat over and over <eos>,i wonder if there is any job that you do not repeat over and over <eos>,45,77
i think i have the worst boss in the world.,what makes him so bad?,i think i have the worst boss in the world,<sos> what makes him so bad <eos>,what makes him so bad <eos>,42,33
what makes him so bad?,he's rude and he yells a lot.,what makes him so bad,<sos> he is rude and he yells a lot <eos>,he is rude and he yells a lot <eos>,21,41
he's rude and he yells a lot.,that's hard to take.,he is rude and he yells a lot,<sos> that is hard to take <eos>,that is hard to take <eos>,29,32
that's hard to take.,i've never heard him say please or thank you.,that is hard to take,<sos> i have never heard him say please or thank you <eos>,i have never heard him say please or thank you <eos>,20,58
i've never heard him say please or thank you.,he sounds like a real jerk.,i have never heard him say please or thank you,<sos> he sounds like a real jerk <eos>,he sounds like a real jerk <eos>,46,38
he sounds like a real jerk.,no one at work likes him.,he sounds like a real jerk,<sos> no one at work likes him <eos>,no one at work likes him <eos>,26,36
no one at work likes him.,can't you report him to his supervisor?,no one at work likes him,<sos> cannot you report him to his supervisor <eos>,cannot you report him to his supervisor <eos>,24,51
can't you report him to his supervisor?,"of course not. if i do that, i'll lose my job.",cannot you report him to his supervisor,<sos> of course not if i do that i will lose my job <eos>,of course not if i do that i will lose my job <eos>,39,57
"of course not. if i do that, i'll lose my job.","yes, they don't like troublemakers or complainers.",of course not if i do that i will lose my job,<sos> yes they do not like troublemakers or complainers <eos>,yes they do not like troublemakers or complainers <eos>,45,61
"yes, they don't like troublemakers or complainers.","i can't quit, because i'm making a good salary.",yes they do not like troublemakers or complainers,<sos> i cannot quit because i am making a good salary <eos>,i cannot quit because i am making a good salary <eos>,49,59
"i can't quit, because i'm making a good salary.",you shouldn't choose money over happiness.,i cannot quit because i am making a good salary,<sos> you should not choose money over happiness <eos>,you should not choose money over happiness <eos>,47,54
what are we going to do?,about what?,what are we going to do,<sos> about what <eos>,about what <eos>,23,22
about what?,about finding a job for me.,about what,<sos> about finding a job for me <eos>,about finding a job for me <eos>,10,38
about finding a job for me.,you don't need a job. i make enough money for both of us.,about finding a job for me,<sos> you do not need a job i make enough money for both of us <eos>,you do not need a job i make enough money for both of us <eos>,26,68
you don't need a job. i make enough money for both of us.,that doesn't matter. i don't want to sit around.,you do not need a job i make enough money for both of us,<sos> that does not matter i do not want to sit around <eos>,that does not matter i do not want to sit around <eos>,56,60
that doesn't matter. i don't want to sit around.,"okay, what kind of job do you want?",that does not matter i do not want to sit around,<sos> okay what kind of job do you want <eos>,okay what kind of job do you want <eos>,48,45
"okay, what kind of job do you want?",i'm not sure.,okay what kind of job do you want,<sos> i am not sure <eos>,i am not sure <eos>,33,25
i'm not sure.,"well, you should do something that you enjoy.",i am not sure,<sos> well you should do something that you enjoy <eos>,well you should do something that you enjoy <eos>,13,55
"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.,well you should do something that you enjoy,<sos> i enjoy selling i was born to sell <eos>,i enjoy selling i was born to sell <eos>,43,46
i enjoy selling. i was born to sell.,"okay, what do you want to sell?",i enjoy selling i was born to sell,<sos> okay what do you want to sell <eos>,okay what do you want to sell <eos>,34,41
"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.,okay what do you want to sell,<sos> cigarette lighters i will make a fortune <eos>,cigarette lighters i will make a fortune <eos>,29,52
cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!,cigarette lighters i will make a fortune,<sos> but you hate cigarettes and you hate smoking <eos>,but you hate cigarettes and you hate smoking <eos>,40,56
a new hotel is looking for workers.,"yes, i saw it on the tv news.",a new hotel is looking for workers,<sos> yes i saw it on the tv news <eos>,yes i saw it on the tv news <eos>,34,39
"yes, i saw it on the tv news.",they need 300 new workers.,yes i saw it on the tv news,<sos> they need new workers <eos>,they need new workers <eos>,27,33
